Trx_Rank,Points,Trx_Vlu,Trx_Age,Customer_Age,Category In English,User_Id,Mer_Name
1,1988,198.8,103,103,Grocery,1147,Saraswati Fabrics
1,1134,113.4,190,190,Grocery,1159,Saraswati Fabrics
1,2593,259.3,268,268,Grocery,1167,Saraswati Fabrics
1,1809,180.9,254,28,Grocery,1172,Saraswati Fabrics
1,2569,256.9,27,27,Grocery,1175,Saraswati Fabrics
1,1694,169.4,298,298,Grocery,1205,Saraswati Fabrics
1,1536,153.6,255,255,Grocery,1209,Saraswati Fabrics
1,1120,112.0,212,212,Grocery,1211,Saraswati Fabrics
1,2150,215.0,256,256,Grocery,1215,Saraswati Fabrics
1,1676,167.6,266,266,Grocery,1255,Saraswati Fabrics
1,2551,255.1,187,187,Grocery,1258,Saraswati Fabrics
1,4305,430.5,19,19,Grocery,1266,Saraswati Fabrics
1,1720,172.0,279,279,Grocery,1270,Saraswati Fabrics
1,1226,122.6,258,258,Grocery,1274,Saraswati Fabrics
1,2827,282.7,214,214,Grocery,1282,Saraswati Fabrics
1,4160,416.0,110,110,Grocery,1287,Saraswati Fabrics
1,4109,410.9,94,94,Grocery,1291,Saraswati Fabrics
1,1740,174.0,219,219,Grocery,1299,Saraswati Fabrics
1,1705,170.5,290,290,Grocery,1320,Saraswati Fabrics
1,945,94.5,289,289,Grocery,1336,Saraswati Fabrics
1,2060,206.0,301,301,Grocery,1337,Saraswati Fabrics
1,514,51.4,258,13,Grocery,1342,Saraswati Fabrics
1,2140,214.0,294,41,Grocery,1348,Saraswati Fabrics
1,1120,112.0,210,210,Grocery,1360,Saraswati Fabrics
1,4840,484.0,227,227,Grocery,1361,Saraswati Fabrics
1,1949,194.9,286,286,Grocery,1362,Saraswati Fabrics
1,2138,213.8,34,34,Grocery,1381,Saraswati Fabrics
1,2854,285.4,58,58,Grocery,1384,Saraswati Fabrics
1,1700,170.0,195,195,Grocery,1389,Saraswati Fabrics
1,1120,112.0,255,255,Grocery,1399,Saraswati Fabrics
1,1780,178.0,136,136,Grocery,1401,Saraswati Fabrics
1,1507,150.7,237,237,Grocery,1402,Saraswati Fabrics
1,1466,146.6,292,292,Grocery,1407,Saraswati Fabrics
1,1835,183.5,155,155,Grocery,1409,Saraswati Fabrics
1,700,70.0,98,98,Grocery,1416,Saraswati Fabrics
1,1924,192.4,121,121,Grocery,1435,Saraswati Fabrics
1,1600,160.0,68,68,Grocery,1442,Saraswati Fabrics
1,693,69.3,297,297,Grocery,1448,Saraswati Fabrics
1,2597,259.7,290,290,Grocery,1454,Saraswati Fabrics
1,2448,244.8,80,80,Grocery,1462,Saraswati Fabrics
1,1655,165.5,244,244,Grocery,1467,Saraswati Fabrics
1,2499,249.9,247,27,Grocery,1471,Saraswati Fabrics
1,2194,219.4,178,178,Grocery,1476,Saraswati Fabrics
1,840,84.0,235,235,Grocery,1478,Saraswati Fabrics
1,1196,119.6,255,255,Grocery,1482,Saraswati Fabrics
1,3035,303.5,208,208,Grocery,1485,Saraswati Fabrics
1,2527,252.7,259,259,Grocery,1487,Saraswati Fabrics
1,1697,169.7,172,172,Grocery,1503,Saraswati Fabrics
1,2850,285.0,216,216,Grocery,1507,Saraswati Fabrics
1,2040,204.0,60,60,Grocery,1508,Saraswati Fabrics
1,11278,1127.8,282,153,Grocery,1515,Saraswati Fabrics
2,2400,240.0,259,153,Grocery,1515,Saraswati Fabrics
3,3052,305.2,229,153,Grocery,1515,Saraswati Fabrics
4,8360,836.0,153,153,Grocery,1515,Saraswati Fabrics
1,1624,162.4,227,227,Grocery,1518,Saraswati Fabrics
1,430,43.0,257,257,Grocery,1519,Saraswati Fabrics
2,1303,130.3,257,257,Grocery,1519,Saraswati Fabrics
1,1495,149.5,304,20,Grocery,1522,Saraswati Fabrics
1,2011,201.1,119,119,Grocery,1523,Saraswati Fabrics
1,1840,184.0,214,21,Grocery,1539,Saraswati Fabrics
1,1434,143.4,251,251,Grocery,1540,Saraswati Fabrics
1,1956,195.6,110,110,Grocery,1542,Saraswati Fabrics
1,1762,176.2,77,77,Grocery,1558,Saraswati Fabrics
1,126,12.6,256,256,Grocery,1561,Saraswati Fabrics
1,1516,151.6,124,124,Grocery,1567,Saraswati Fabrics
1,2027,202.7,49,49,Grocery,1568,Saraswati Fabrics
1,2600,260.0,291,291,Grocery,1574,Saraswati Fabrics
1,1314,131.4,302,302,Grocery,1593,Saraswati Fabrics
1,1214,121.4,294,49,Grocery,1598,Saraswati Fabrics
1,7539,753.9,123,123,Grocery,1602,Saraswati Fabrics
1,1500,150.0,181,181,Grocery,1610,Saraswati Fabrics
1,1505,150.5,280,280,Grocery,1613,Saraswati Fabrics
1,4633,463.3,164,164,Grocery,1614,Saraswati Fabrics
1,1646,164.6,17,17,Grocery,1624,Saraswati Fabrics
1,2000,200.0,114,114,Grocery,1628,Saraswati Fabrics
1,1400,140.0,230,230,Grocery,1630,Saraswati Fabrics
1,1129,112.9,228,228,Grocery,1635,Saraswati Fabrics
1,2210,221.0,271,271,Grocery,1648,Saraswati Fabrics
1,2408,240.8,297,297,Grocery,1655,Saraswati Fabrics
1,1376,137.6,210,210,Grocery,1656,Saraswati Fabrics
1,640,64.0,244,244,Grocery,1659,Saraswati Fabrics
1,1570,157.0,254,254,Grocery,1663,Saraswati Fabrics
1,1894,189.4,217,217,Grocery,1667,Saraswati Fabrics
1,1651,165.1,188,188,Grocery,1672,Saraswati Fabrics
1,1079,107.9,169,169,Grocery,1680,Saraswati Fabrics
1,661,66.1,242,242,Grocery,1683,Saraswati Fabrics
1,2240,224.0,41,41,Grocery,1685,Saraswati Fabrics
1,1972,197.2,185,185,Grocery,1695,Saraswati Fabrics
1,1761,176.1,180,180,Grocery,1697,Saraswati Fabrics
1,1466,146.6,306,300,Grocery,1699,Saraswati Fabrics
1,320,32.0,290,268,Grocery,1701,Saraswati Fabrics
2,60,6.0,268,268,Grocery,1701,Saraswati Fabrics
1,3360,336.0,301,229,Grocery,1702,Saraswati Fabrics
2,600,60.0,259,229,Grocery,1702,Saraswati Fabrics
3,186,18.6,229,229,Grocery,1702,Saraswati Fabrics
1,1339,133.9,257,257,Grocery,1703,Saraswati Fabrics
1,5944,594.4,255,255,Grocery,1704,Saraswati Fabrics
1,1846,184.6,265,265,Grocery,1709,Saraswati Fabrics
1,4039,403.9,300,27,Grocery,1714,Saraswati Fabrics
1,3801,380.1,102,102,Grocery,1722,Saraswati Fabrics
1,2740,274.0,122,122,Grocery,1723,Saraswati Fabrics
1,1652,165.2,197,197,Grocery,1733,Saraswati Fabrics
1,1071,107.1,209,209,Grocery,1735,Saraswati Fabrics
1,1233,123.3,241,241,Grocery,1740,Saraswati Fabrics
1,2812,281.2,294,294,Grocery,1742,Saraswati Fabrics
1,1435,143.5,306,306,Grocery,1749,Saraswati Fabrics
1,1532,153.2,241,241,Grocery,1757,Saraswati Fabrics
1,1331,133.1,199,199,Grocery,1758,Saraswati Fabrics
1,700,70.0,93,93,Grocery,1762,Saraswati Fabrics
1,2129,212.9,268,268,Grocery,1768,Saraswati Fabrics
1,880,88.0,279,279,Grocery,1771,Saraswati Fabrics
1,10380,1038.0,164,164,Grocery,1772,Saraswati Fabrics
1,1920,192.0,295,295,Grocery,1773,Saraswati Fabrics
1,2560,256.0,123,20,Grocery,1774,Saraswati Fabrics
1,820,82.0,268,268,Grocery,1776,Saraswati Fabrics
1,1656,165.6,191,191,Grocery,1778,Saraswati Fabrics
1,8680,868.0,143,20,Grocery,1781,Saraswati Fabrics
1,1383,138.3,249,249,Grocery,1782,Saraswati Fabrics
1,3405,340.5,286,286,Grocery,1787,Saraswati Fabrics
1,825,82.5,278,278,Grocery,1791,Saraswati Fabrics
1,7853,785.3,78,78,Grocery,1795,Saraswati Fabrics
1,561,56.1,244,244,Grocery,1796,Saraswati Fabrics
1,1787,178.7,231,231,Grocery,1798,Saraswati Fabrics
1,2321,232.1,288,288,Grocery,1800,Saraswati Fabrics
1,5554,555.4,298,298,Grocery,1807,Saraswati Fabrics
1,3725,372.5,241,241,Grocery,1819,Saraswati Fabrics
1,1750,175.0,254,254,Grocery,1822,Saraswati Fabrics
1,1280,128.0,235,235,Grocery,1826,Saraswati Fabrics
1,1660,166.0,272,272,Grocery,1829,Saraswati Fabrics
1,1580,158.0,220,220,Grocery,1834,Saraswati Fabrics
1,1239,123.9,175,175,Grocery,1839,Saraswati Fabrics
1,1637,163.7,305,305,Grocery,1852,Saraswati Fabrics
1,1240,124.0,183,183,Grocery,1857,Saraswati Fabrics
1,2493,249.3,149,149,Grocery,1862,Saraswati Fabrics
1,1085,108.5,68,68,Grocery,1865,Saraswati Fabrics
1,1077,107.7,327,327,Grocery,1873,Saraswati Fabrics
1,5728,572.8,136,136,Grocery,1878,Saraswati Fabrics
1,2400,240.0,275,161,Grocery,1898,Saraswati Fabrics
2,1280,128.0,239,161,Grocery,1898,Saraswati Fabrics
1,1500,150.0,251,251,Grocery,1901,Saraswati Fabrics
1,3718,371.8,286,286,Grocery,1912,Saraswati Fabrics
1,1014,101.4,266,266,Grocery,1913,Saraswati Fabrics
1,1727,172.7,291,291,Grocery,1917,Saraswati Fabrics
1,4400,440.0,46,46,Grocery,1924,Saraswati Fabrics
1,2151,215.1,108,108,Grocery,1933,Saraswati Fabrics
1,1497,149.7,233,233,Grocery,1935,Saraswati Fabrics
1,533,53.3,140,140,Grocery,1946,Saraswati Fabrics
1,1769,176.9,28,28,Grocery,1952,Saraswati Fabrics
1,5877,587.7,266,266,Grocery,1960,Saraswati Fabrics
1,1985,198.5,230,230,Grocery,1963,Saraswati Fabrics
1,2455,245.5,212,212,Grocery,1964,Saraswati Fabrics
1,2040,204.0,272,272,Grocery,1966,Saraswati Fabrics
1,1856,185.6,188,188,Grocery,1971,Saraswati Fabrics
1,2840,284.0,54,54,Grocery,1974,Saraswati Fabrics
1,8505,850.5,294,140,Grocery,1976,Saraswati Fabrics
2,1050,105.0,264,140,Grocery,1976,Saraswati Fabrics
1,1220,122.0,284,284,Grocery,1981,Saraswati Fabrics
1,1000,100.0,304,304,Grocery,1985,Saraswati Fabrics
1,2080,208.0,225,225,Grocery,1989,Saraswati Fabrics
1,1859,185.9,102,102,Grocery,1995,Saraswati Fabrics
1,2745,274.5,88,88,Grocery,2000,Saraswati Fabrics
1,1291,129.1,93,93,Grocery,2002,Saraswati Fabrics
1,1269,126.9,279,279,Grocery,2013,Saraswati Fabrics
1,1020,102.0,262,262,Grocery,2015,Saraswati Fabrics
1,708,70.8,294,33,Grocery,2017,Saraswati Fabrics
1,1799,179.9,174,174,Grocery,2024,Saraswati Fabrics
1,3287,328.7,72,72,Grocery,2029,Saraswati Fabrics
1,1000,100.0,154,154,Grocery,2032,Saraswati Fabrics
1,1408,140.8,299,299,Grocery,2036,Saraswati Fabrics
1,1100,110.0,305,305,Grocery,2037,Saraswati Fabrics
1,920,92.0,240,240,Grocery,2038,Saraswati Fabrics
1,1226,122.6,307,307,Grocery,2041,Saraswati Fabrics
1,2331,233.1,125,125,Grocery,2047,Saraswati Fabrics
1,631,63.1,222,222,Grocery,2055,Saraswati Fabrics
1,1508,150.8,305,305,Grocery,2056,Saraswati Fabrics
1,1576,157.6,225,225,Grocery,2057,Saraswati Fabrics
1,1778,177.8,104,104,Grocery,2058,Saraswati Fabrics
1,1100,110.0,45,45,Grocery,2089,Saraswati Fabrics
1,8365,836.5,298,250,Grocery,2091,Saraswati Fabrics
1,1849,184.9,252,252,Grocery,2107,Saraswati Fabrics
1,1000,100.0,291,291,Grocery,2108,Saraswati Fabrics
1,5540,554.0,298,6,Grocery,2111,Saraswati Fabrics
1,7131,713.1,292,292,Grocery,2121,Saraswati Fabrics
1,1976,197.6,206,41,Grocery,2123,Saraswati Fabrics
1,1574,157.4,90,90,Grocery,2137,Saraswati Fabrics
1,2093,209.3,290,290,Grocery,2143,Saraswati Fabrics
1,1907,190.7,296,296,Grocery,2157,Saraswati Fabrics
1,3008,300.8,208,208,Grocery,2160,Saraswati Fabrics
1,2504,250.4,258,258,Grocery,2163,Saraswati Fabrics
1,1180,118.0,236,236,Grocery,2165,Saraswati Fabrics
1,1200,120.0,303,303,Grocery,2169,Saraswati Fabrics
1,1698,169.8,21,21,Grocery,2171,Saraswati Fabrics
1,1580,158.0,272,272,Grocery,2179,Saraswati Fabrics
1,66,6.6,305,305,Grocery,2181,Saraswati Fabrics
1,1860,186.0,234,234,Grocery,2182,Saraswati Fabrics
1,1580,158.0,175,175,Grocery,2186,Saraswati Fabrics
1,660,66.0,172,172,Grocery,2195,Saraswati Fabrics
1,2263,226.3,108,108,Grocery,2196,Saraswati Fabrics
1,2694,269.4,121,121,Grocery,2201,Saraswati Fabrics
1,144,14.4,262,137,Grocery,2209,Saraswati Fabrics
2,129,12.9,205,137,Grocery,2209,Saraswati Fabrics
3,129,12.9,137,137,Grocery,2209,Saraswati Fabrics
1,1539,153.9,286,286,Grocery,2211,Saraswati Fabrics
1,4496,449.6,243,62,Grocery,2214,Saraswati Fabrics
1,1617,161.7,260,260,Grocery,2215,Saraswati Fabrics
1,1316,131.6,259,259,Grocery,2217,Saraswati Fabrics
1,1396,139.6,140,140,Grocery,2220,Saraswati Fabrics
1,1877,187.7,31,31,Grocery,2227,Saraswati Fabrics
1,23823,2382.3,255,255,Grocery,2230,Saraswati Fabrics
1,564,56.4,281,281,Grocery,2232,Saraswati Fabrics
1,556,55.6,136,136,Grocery,2239,Saraswati Fabrics
1,2139,213.9,57,57,Grocery,2241,Saraswati Fabrics
1,1400,140.0,167,167,Grocery,2244,Saraswati Fabrics
1,1426,142.6,270,34,Grocery,2245,Saraswati Fabrics
1,1830,183.0,104,104,Grocery,2254,Saraswati Fabrics
1,6582,658.2,279,20,Grocery,2256,Saraswati Fabrics
1,2923,292.3,158,158,Grocery,2260,Saraswati Fabrics
1,1516,151.6,100,100,Grocery,2266,Saraswati Fabrics
1,1524,152.4,159,159,Grocery,2270,Saraswati Fabrics
1,1659,165.9,174,174,Grocery,2272,Saraswati Fabrics
1,2000,200.0,139,139,Grocery,2275,Saraswati Fabrics
1,1956,195.6,271,271,Grocery,2294,Saraswati Fabrics
1,4180,418.0,324,34,Grocery,2298,Saraswati Fabrics
